0, 103, 53, 34, 143, 40, 24, 73, 121, 78, 58, 101, 51, 44, 50, 45, 36, 30, 18, 29, 20, 16, 19, 10, 9, 11, 4, 8, 4, 20, 25, 45, 59, 226, 713, 1150, 339, 7, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 3, 11, 14, 15, 15, 20, 15, 5, 4, 0, 0, 0, 0, 0, 0, 12, 44, 38, 52, 119, 125, 151, 94, 49, 29, 19, 22, 16, 9, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 21, 41, 52, 235, 809, 1285, 338, 8, 0, 0, 0, 1, 0, 1, 0, 2, 2, 1, 6, 8, 14, 16, 13, 21, 18, 1, 4, 0, 0, 0, 0, 0, 4, 13, 32, 38, 48, 133, 117, 167, 80, 50, 29, 23, 25, 14, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 56, 47, 39, 38, 50, 62, 53, 53, 51, 52, 46, 48, 45, 47, 83, 94, 74, 93, 103, 152, 85, 59, 58, 45, 53, 57, 56, 44, 45, 57, 64, 51, 58, 56, 67, 80, 71, 56, 30, 36, 29, 38, 30, 32, 14, 21, 17, 15, 20, 15, 13, 9, 16, 25, 22, 14, 14, 16, 18, 11, 24, 16, 24, 17, 28, 22, 25, 21, 18, 27, 23, 13, 8, 7, 3, 4, 11, 11, 13, 3, 3, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 41, 72, 52, 36, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 4, 4, 7, 19, 37, 42, 49, 42, 37, 16, 19, 28, 19, 50, 106, 173, 324, 338, 277, 170, 64, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 2, 1, 0, 0, 0, 0, 0, 9, 12, 16, 8, 24, 35, 36, 44, 9, 6, 2, 4, 4, 3, 4, 7, 9, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 52, 35, 20, 21, 19, 21, 14, 13, 10, 11, 9, 5, 6, 10, 6, 12, 8, 16, 14, 12, 21, 19, 33, 38, 35, 43, 39, 38, 50, 60, 90, 60, 69, 58, 93, 100, 117, 114, 113, 118, 95, 48, 21, 21, 24, 10, 11, 16, 16, 17, 16, 15, 16, 12, 14, 9, 9, 18, 16, 8, 13, 12, 10, 14, 9, 6, 6, 6, 6, 4, 6, 5, 4, 5, 8, 6, 7, 1, 2, 2, 0, 1, 3, 2, 0, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
0, 78, 18, 5, 9, 6, 3, 0, 1, 0, 0, 0, 2, 2, 13, 18, 34, 24, 31, 36, 13, 21, 23, 30, 36, 34, 22, 17, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 12, 15, 23, 29, 40, 59, 73, 94, 83, 78, 58, 74, 90, 207, 334, 347, 221, 48, 14, 4, 4, 9, 2, 3, 0, 4, 3, 0, 6, 0, 5, 7, 6, 8, 6, 5, 16, 14, 14, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 59, 41, 32, 30, 28, 17, 15, 22, 21, 27, 23, 22, 28, 27, 25, 22, 18, 18, 21, 25, 20, 32, 19, 26, 22, 21, 19, 20, 16, 20, 27, 35, 32, 25, 27, 22, 21, 30, 41, 39, 45, 36, 38, 29, 35, 33, 46, 44, 54, 59, 43, 59, 72, 89, 55, 70, 84, 67, 58, 70, 86, 58, 44, 31, 20, 19, 17, 20, 16, 8, 12, 14, 9, 7, 6, 8, 2, 4, 1, 3, 5, 1, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 100, 56, 45, 29, 23, 18, 20, 17, 15, 37, 81, 49, 17, 21, 28, 43, 31, 39, 52, 39, 34, 32, 39, 33, 51, 44, 25, 19, 30, 30, 28, 40, 74, 178, 303, 120, 33, 65, 71, 64, 73, 69, 46, 43, 56, 28, 28, 26, 22, 19, 19, 39, 39, 29, 38, 34, 35, 40, 50, 42, 42, 40, 46, 57, 25, 25, 39, 38, 38, 31, 16, 8, 11, 10, 16, 12, 9, 10, 0, 6, 5, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 9, 5, 8, 3, 4, 4, 6, 5, 3, 5, 4, 4, 4, 3, 4, 2, 3, 3, 8, 14, 19, 14, 13, 7, 10, 5, 1, 2, 2, 3, 2, 2, 1, 3, 23, 8, 0, 2, 6, 4, 17, 9, 7, 2, 2, 3, 3, 3, 4, 1, 2, 4, 9, 6, 7, 5, 9, 8, 15, 12, 14, 14, 20, 15, 22, 25, 20, 18, 18, 23, 18, 23, 5, 16, 20, 11, 12, 15, 12, 19, 19, 19, 23, 16, 7, 14, 13, 8, 3, 8, 5, 9, 0, 6, 3, 2, 1, 1, 9
0, 7, 6, 4, 4, 2, 4, 3, 4, 2, 3, 2, 3, 2, 5, 9, 8, 11, 8, 12, 7, 10, 12, 5, 6, 9, 6, 4, 0, 2, 4, 6, 7, 4, 11, 23, 13, 4, 1, 5, 18, 45, 23, 12, 3, 5, 5, 1, 4, 1, 4, 4, 9, 5, 2, 3, 10, 6, 15, 14, 15, 6, 13, 18, 12, 10, 16, 22, 14, 19, 16, 20, 11, 20, 16, 19, 20, 19, 23, 13, 13, 15, 17, 9, 10, 12, 5, 7, 10, 5, 1, 3, 5, 2, 2, 3, 2, 3, 2, 6
