0, 0, 0, 24, 112, 45, 33, 56, 131, 69, 69, 86, 59, 55, 40, 37, 35, 32, 29, 31, 21, 14, 12, 10, 13, 10, 7, 8, 6, 18, 32, 37, 113, 454, 962, 954, 11, 0, 0, 0, 3, 1, 0, 0, 0, 2, 0, 0, 6, 7, 12, 15, 16, 17, 13, 6, 8, 2, 0, 0, 0, 0, 0, 2, 28, 44, 74, 120, 146, 120, 104, 48, 27, 27, 13, 21, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 11, 31, 34, 109, 503, 1062, 1040, 12, 0, 0, 1, 3, 0, 0, 0, 0, 2, 0, 1, 9, 7, 9, 22, 14, 13, 12, 7, 6, 2, 0, 0, 0, 0, 0, 0, 14, 47, 106, 92, 145, 146, 103, 36, 28, 21, 19, 20, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 2, 3, 2, 9, 14, 22, 27, 42, 44, 46, 53, 61, 65, 74, 88, 70, 122, 107, 117, 82, 62, 63, 49, 48, 51, 50, 47, 62, 50, 60, 54, 54, 65, 86, 73, 42, 38, 34, 39, 31, 29, 30, 21, 11, 22, 14, 10, 16, 19, 14, 23, 21, 15, 15, 11, 26, 13, 14, 16, 17, 19, 26, 23, 28, 20, 26, 19, 31, 23, 8, 4, 5, 6, 5, 3, 16, 13, 6, 3, 1, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 4, 2, 6, 14, 32, 46, 41, 46, 41, 31, 19, 25, 30, 47, 81, 191, 274, 383, 306, 177, 39, 5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 0, 4, 15, 14, 10, 35, 25, 38, 44, 6, 5, 10, 1, 5, 2, 4, 2, 7, 9, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 3, 5, 6, 8, 8, 17, 10, 4, 6, 8, 13, 11, 11, 8, 9, 17, 13, 30, 19, 38, 40, 46, 51, 47, 43, 60, 76, 70, 69, 70, 94, 104, 97, 105, 134, 119, 75, 43, 28, 26, 14, 19, 10, 18, 22, 14, 12, 10, 15, 12, 16, 16, 13, 5, 12, 14, 16, 13, 16, 6, 10, 7, 6, 4, 5, 8, 2, 3, 4, 10, 4, 7, 3, 4, 3, 2, 3, 0, 3, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12, 25, 33, 33, 32, 27, 14, 18, 22, 37, 37, 26, 32, 10, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 5, 3, 2, 7, 11, 21, 32, 40, 74, 82, 89, 94, 70, 47, 57, 81, 221, 325, 369, 188, 64, 22, 9, 6, 3, 2, 3, 1, 2, 2, 2, 2, 5, 3, 1, 7, 4, 11, 10, 17, 11, 17, 5, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1, 3, 3, 2, 11, 14, 29, 31, 37, 27, 22, 16, 17, 24, 16, 32, 18, 30, 32, 13, 23, 20, 16, 19, 24, 13, 26, 39, 27, 36, 26, 23, 28, 27, 36, 45, 45, 35, 32, 36, 34, 48, 51, 33, 48, 52, 65, 82, 102, 74, 59, 63, 68, 62, 77, 74, 52, 39, 37, 25, 22, 18, 16, 14, 13, 11, 7, 11, 9, 14, 3, 1, 4, 1, 5, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 6, 3, 3, 1, 0, 0, 0, 9, 36, 74, 44, 11, 21, 36, 36, 31, 40, 39, 50, 37, 41, 31, 43, 40, 32, 32, 26, 28, 30, 25, 44, 109, 236, 281, 36, 37, 52, 85, 71, 63, 65, 69, 36, 34, 30, 36, 22, 28, 20, 25, 35, 39, 42, 36, 27, 37, 42, 43, 48, 41, 47, 43, 42, 21, 32, 56, 34, 34, 34, 16, 6, 13, 9, 14, 13, 11, 3, 6, 5, 2, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 2, 7, 2, 5, 2, 0, 7, 3, 13, 9, 22, 9, 10, 9, 10, 6, 3, 2, 0, 2, 4, 2, 3, 11, 19, 1, 1, 0, 1, 7, 16, 10, 8, 2, 2, 0, 2, 6, 4, 3, 7, 3, 4, 3, 8, 12, 10, 10, 10, 13, 9, 14, 19, 24, 20, 22, 19, 24, 20, 18, 24, 14, 15, 10, 14, 10, 18, 13, 13, 18, 19, 26, 14, 13, 17, 17, 10, 5, 5, 7, 4, 7, 4, 5, 0, 2, 2, 2, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 7, 4, 7, 11, 13, 12, 18, 10, 9, 5, 6, 3, 6, 2, 2, 5, 1, 7, 6, 6, 16, 28, 5, 3, 2, 2, 9, 33, 40, 15, 6, 3, 4, 5, 1, 2, 3, 4, 5, 5, 4, 6, 6, 14, 11, 20, 11, 8, 9, 16, 17, 13, 13, 14, 16, 18, 21, 17, 11, 15, 23, 15, 20, 23, 18, 14, 17, 13, 11, 15, 12, 9, 5, 8, 8, 5, 2, 5, 4, 3, 0, 2, 6, 4, 1, 5
