0, 96, 48, 16
0, 0, 0, 0
0, 63, 33, 43
0, 50, 57, 54
0, 43, 30, 16
0, 89, 14, 6
0, 75, 50, 34
0, 91, 44, 32
0, 11, 7, 1
0, 10, 7, 3
